Creation Date;Origin;Destination;Topic;Description
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);client;central-server;push output state;Pushing output state of ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;esp;push output state;Sending push output state message to ESP@b8:f0:09:cd:4a:3c
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:49:34 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:49:34 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:49:34 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:34 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:49:34 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:49:34 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:49:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:49:44 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:49:44 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:49:44 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:44 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:49:44 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:49:44 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:49:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:49:54 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:55 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:49:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:05 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:50:05 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:50:05 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:05 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:50:05 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:50:05 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:09 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:50:09 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:50:09 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:09 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:50:10 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:50:10 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in sala
Mon Nov 08 2021 00:50:10 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:10 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:50:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:15 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:50:15 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:50:15 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:15 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:50:15 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:50:15 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:25 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:50:25 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:50:25 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:25 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:50:25 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:50:25 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:35 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:50:35 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:50:35 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:35 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:50:35 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:50:35 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:45 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:50:45 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:50:45 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:45 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:50:45 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:50:45 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:50:55 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:50:55 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:50:55 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:55 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:50:55 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:50:55 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:50:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:05 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:51:05 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:51:05 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:05 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:51:05 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:51:05 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:15 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:51:15 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:51:15 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:15 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:51:15 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:51:15 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:25 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:51:25 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:51:25 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:26 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:51:26 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:51:26 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:36 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:51:36 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:51:36 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:36 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:51:36 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:51:36 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:46 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:51:46 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:51:46 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:46 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:51:46 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:51:46 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:51:56 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:51:56 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:51:56 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:56 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:51:56 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:51:56 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:51:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:06 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:52:06 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:52:06 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:06 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:52:06 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:52:06 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:16 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:52:16 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:52:16 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:16 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:52:16 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:52:16 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:26 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:52:26 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:52:26 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:26 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:52:26 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:52:26 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:36 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:52:36 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:52:36 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:36 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:52:36 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:52:36 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:46 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:52:46 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:52:46 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:46 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:52:46 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:52:46 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:52:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
